8.162258128977217808e-01 1.623654880179241200e+00 2.496994395131407196e-01
2.057533647187702819e+00 8.623956644552510653e-02 9.565735024556837329e-01
3.867288765627916458e+00 7.354886670605687016e-01 1.488806943583510733e+00
4.804929226751283089e+00 4.542601123290552323e+00 2.360512763028691507e-01
1.231733404173400714e+00 4.498634107792801373e+00 3.727133458992623050e-01
4.469706197809485637e+00 3.281129164978348722e+00 7.763417198089322957e-01
3.703616393753550451e-01 1.466073577324726873e+00 4.939650594477937307e-02
2.041039261269950611e+00 4.224581982029290694e-01 1.098844173969061533e+00
4.770099460445188733e+00 7.861780252605587993e-02 4.854244206781305193e-01
4.487490179850645688e+00 8.736541228361038858e-01 7.471386156005481727e-01
2.977292564075566972e+00 1.770355906027519799e+00 2.968937299275285824e+00
4.017797496791027712e+00 2.174750643967102715e+00 1.941584534141951091e+00
1.538731861384457389e+00 4.964647821228140856e+00 1.072752350135888766e-02
1.180522110706450079e-01 4.307995994225627179e+00 1.070215265504246838e-01
4.591721823538779113e+00 3.748931376809857774e+00 3.236434283621054675e-01
5.836831942191522682e-01 1.734477827643554626e-01 4.803044292718380154e-02
4.692716620121842652e+00 4.124370024343225083e+00 3.799519690494764235e-01
3.044430952525000400e+00 4.608116823333250345e+00 6.285247207253777946e-01
7.720112405907397779e-01 5.975570889312220579e-01 2.170341532445427823e-01
4.755160725699375313e+00 1.411384291530645818e+00 9.294473945598340503e-01
2.219158791952968279e+00 3.745961179819827791e+00 1.216310584509986414e+00
3.526134001752029290e-01 4.204496250669044421e+00 -5.797794374364237391e-02
1.789938280229856904e+00 2.792911473409324330e+00 1.355708530615286289e+00
4.790469174592137946e-01 4.085796648488010385e-01 -1.621225314533579764e-01
3.066612232353973067e+00 1.794288345613495483e+00 2.846144974134279693e+00
3.216934603418739158e+00 9.496443562099343705e-01 2.451737718403660171e+00
3.197830880322834801e+00 2.904046409690877795e+00 2.388172773701494389e+00
3.245195772090689879e+00 3.633502329274040932e+00 1.721252368360807417e+00
1.732616670191243102e+00 4.862758535535406601e+00 3.687171879038352307e-01
3.261319585762778583e+00 4.753574740899411566e+00 5.939213767811389877e-01
2.012696989965879091e+00 3.476748017559823545e+00 1.127978123902670049e+00
4.963279263985232781e+00 3.747922741706955385e+00 1.987946456370360271e-01
3.659262385797952710e+00 2.061477574680639968e+00 2.658629532253144578e+00
1.463966034295205887e+00 2.740712240891207241e+00 7.430122897488106171e-01
4.508405362243847136e+00 4.461118368796662459e+00 3.397816158450408519e-01
1.531316748808814854e+00 3.275926299988110468e+00 6.085100024374013872e-01
2.609450075084122744e+00 2.267680299638019648e-01 1.469693872188604367e+00
4.828433928757677407e+00 1.345662147257143282e+00 5.934328061367398766e-01
3.043013195848870645e+00 2.941757925932823703e+00 2.482507683018792655e+00
4.235290816603287656e-01 4.794768852449748930e-01 1.419525670870570855e-02
1.748029733959277188e+00 1.414307979031614870e+00 1.340035802537452359e+00
3.248723461553626013e+00 1.460074432646912834e+00 2.680174492361750982e+00
2.437679889801273703e+00 1.745624328588072371e+00 2.366383673115821651e+00
3.008973969764371148e+00 1.238567997709697499e+00 2.572391157340375933e+00
3.916858545024994420e+00 2.455685621394749774e+00 1.981587792781666746e+00
3.445317276898002268e-01 3.031106101149397603e+00 8.362710953034430128e-02
3.314767741657620448e-01 2.922081267894143242e+00 -2.998188540302740290e-02
2.194135161978838511e+00 3.340588728539061414e+00 1.467147048480975657e+00
8.721036962595607456e-01 3.067688749840753015e+00 1.589235417097751846e-01
2.192812788712980243e+00 3.447768129530768721e+00 1.511869860171491498e+00
2.063418187836629780e-01 3.200456787669735625e+00 7.751485844822449123e-02
8.864723621000697440e-01 9.980214439793755332e-01 1.494540132696196011e-01
1.207259116673300881e+00 3.753261305952637183e+00 3.749391108053034549e-01
3.705405504566658959e+00 2.726664616974963096e+00 2.058445208850493202e+00
1.164487809468667256e+00 4.146768821296123342e+00 1.812741820337365473e-01
3.600074574957642604e+00 1.248663237526987935e+00 2.236784883071245122e+00
3.780926127264491399e+00 3.675432782200813708e+00 1.420312706980974449e+00
4.555434176174502525e+00 4.735777131402485907e+00 2.865162439454029819e-01
9.619553157941362898e-01 4.944612405272336808e+00 8.321724750669530490e-02
4.010138133677652483e+00 5.855501180797173522e-01 1.091395274175467556e+00
2.217438164271176682e+00 1.282433545767253769e+00 1.828589366208881462e+00
1.272085765462355855e+00 9.233919523841749299e-01 4.699944741858916863e-01
1.673635820428540644e+00 2.752866641331547015e+00 1.264308388613882173e+00
2.437109462335729670e+00 4.777999300186425380e+00 3.788236854091691086e-01
3.562385413018897662e+00 9.317231185104124513e-01 1.908847829857930556e+00
3.216272787531019084e+00 5.424987120135849050e-01 1.958206635890267222e+00
2.787407031159681470e+00 1.645437536711746862e+00 2.844623951671037432e+00
1.668433839526903828e+00 2.480487225943814433e+00 1.084253438653373314e+00
9.275717946146727622e-01 1.514225722086308679e+00 3.923371543036423548e-01
4.025829395794039200e+00 4.850592358434250073e+00 2.851413725398590504e-01
3.650793781957562878e+00 9.430342338191560758e-01 1.949195780390936994e+00
2.619974689258222966e+00 1.733796482987675525e+00 2.901848877665829551e+00
5.585500776877888596e-01 3.166951004855233620e+00 3.079071417386464726e-01
2.320512084873273650e+00 3.054145897676008747e+00 1.872734401058957721e+00
1.742292825816073698e+00 1.079102922058121639e+00 1.140362025819080749e+00
3.811715631865205012e+00 3.080860379813373129e+00 1.615510380541100632e+00
4.053871615138127105e-01 3.417151719536934529e+00 2.608132065547695555e-02
4.937249183127500274e+00 3.909939096761872790e+00 2.313109491273272478e-01
2.929332871869765320e+00 1.415345202106798705e+00 2.694420293731163429e+00
2.599168898335312949e+00 4.322225389676714435e+00 9.171547627192412344e-01
2.741344653501692763e-01 1.554690948310155640e+00 1.786667186432106813e-01
4.101272229635085864e+00 3.524933737135321543e+00 1.124291034408660517e+00
3.772105382627602310e+00 3.776273250120037339e+00 1.249193084252971042e+00
4.940523346493340462e+00 2.315920863987482647e+00 4.078649810958998589e-01
3.738248711663173296e+00 1.981330937828527539e+00 2.261997578868559788e+00
4.739905136665123919e+00 4.445375818695619152e+00 3.981533257379497037e-01
4.280407242848371929e-01 3.571862811632174228e+00 2.093913735195167547e-01
3.742641603987309384e+00 4.416982400383044904e+00 7.813832502188878815e-01
3.647139507545583026e+00 4.346222904045464297e+00 7.100023676215450052e-01
1.980978091504606020e+00 3.473673496218462553e+00 1.177098939124544108e+00
1.351754888958903056e+00 3.022655561219609766e+00 8.717025935033999584e-01
3.458046653466717579e-02 4.595529684419368266e+00 7.412479781240859100e-02
4.583335385291931630e+00 4.630937090875208995e+00 2.029064237275516602e-01
1.139382759905525067e+00 4.427822903072931915e+00 2.211026675735635050e-01
2.166553343619054273e-01 3.238011581555948482e+00 -6.015927255868822043e-02
1.188623693007888171e+00 1.849810384553456366e+00 5.784371381786599375e-01
1.217934879105569967e+00 4.061454540247055878e-01 2.590906123393761362e-01
3.794006039679082010e-01 4.975962183398304539e+00 -6.000972016472371634e-02
3.014533007610669557e+00 8.408323170246279066e-01 2.433609931837864337e+00
3.944231950077542237e+00 1.379988554598942097e+00 1.772433157186454000e+00
2.792869710609578338e+00 2.755200860545701236e+00 2.736865901888107633e+00
3.158649286435215586e+00 2.430302510580031772e+00 2.764041318778684531e+00
2.957278571775469711e+00 1.606285721239834041e+00 2.965715208237064360e+00
4.759908506808520734e+00 2.414987851263984631e+00 7.008225238384959699e-01
2.025194250423348219e+00 4.486525336119507656e+00 7.072652453121985872e-01
4.894787264382686409e+00 5.986926264325342917e-02 1.024277389327483967e-01
1.483620420290701070e+00 4.646060605027023449e+00 2.995105976114748603e-01
2.458741650424647318e+00 2.385580920175022879e+00 2.413738578755778352e+00
2.809721181606399387e+00 3.360696351010584948e+00 1.970273220649363832e+00
1.017159044911490895e+00 2.048099282997974946e+00 4.547868678823549504e-01
7.189120613037786045e-01 3.558261466711019061e+00 -3.255027241930819049e-02
3.018496656344487494e+00 2.889873616253986199e+00 2.726266891072335774e+00
